1286, 0.000119774, 209, 1435, 0.000148999, 209, 16394, 0.000165089, 209
1365, 0.000115316, 209, 1477, 0.000147836, 209, 18018, 0.000183193, 209
1140, 0.000120365, 209, 1353, 0.000145723, 209, 16719, 0.000179115, 209
1325, 0.000115776, 209, 1552, 0.00014418, 209, 18963, 0.000172132, 209
1305, 0.000119914, 209, 1398, 0.000156253, 209, 16368, 0.000178774, 209
1213, 0.000115396, 209, 1464, 0.000146294, 209, 16145, 0.000169467, 209
1279, 0.000119283, 209, 1450, 0.000153828, 209, 16728, 0.000200185, 209
1223, 0.000119684, 209, 1427, 0.000157475, 209, 16675, 0.000207178, 209
1291, 0.000119092, 209, 1457, 0.000156363, 209, 17219, 0.000207769, 209
1127, 0.00011747, 209, 1349, 0.000154509, 209, 16159, 0.000184245, 209
1680, 0.000204031, 209, 1767, 0.000321892, 209, 25968, 0.000387735, 209
1786, 0.000207548, 209, 1903, 0.000307405, 209, 27409, 0.000355705, 209
1557, 0.000108583, 209, 1772, 0.000158957, 209, 24133, 0.000172372, 209
1462, 0.000221545, 209, 1622, 0.000296123, 209, 23044, 0.000353291, 209
1505, 0.000207558, 209, 1722, 0.000326771, 209, 24591, 0.000360434, 209
1453, 0.000104285, 209, 1679, 0.000156232, 209, 24047, 0.000168646, 209
1528, 0.000202008, 209, 1738, 0.000316822, 209, 23609, 0.000314067, 209
1609, 0.000204211, 209, 1814, 0.000291385, 209, 25187, 0.000317324, 209
1647, 0.000215924, 209, 1832, 0.000330849, 209, 25497, 0.000375392, 209
1653, 0.000202699, 209, 1854, 0.000291064, 209, 25699, 0.000329145, 209
2373, 0.000337031, 209, 2530, 0.000587469, 209, 40401, 0.0006045, 209
2166, 0.00039016, 209, 2285, 0.000682607, 209, 39688, 0.000704657, 209
2444, 0.000194414, 209, 2564, 0.000336229, 209, 39373, 0.000333334, 209
2262, 0.000388626, 209, 2399, 0.000628225, 209, 40068, 0.000705679, 209
2397, 0.00037975, 209, 2538, 0.000707212, 209, 40127, 0.000675794, 209
2349, 0.000339144, 209, 2472, 0.000598439, 209, 41575, 0.000577069, 209
2372, 0.000344324, 209, 2475, 0.000560518, 209, 41298, 0.000587248, 209
2281, 0.000378608, 209, 2411, 0.000684049, 209, 39515, 0.000724374, 209
2306, 0.000338714, 209, 2416, 0.00060397, 209, 39826, 0.00060977, 209
2266, 0.000378588, 209, 2425, 0.000688046, 209, 40589, 0.000691313, 209
2733, 0.00208188, 1274, 3321, 0.0016999, 1274, 86186, 0.00208068, 1274
2843, 0.00207594, 1274, 3543, 0.00180432, 1274, 90445, 0.00233662, 1274
2625, 0.00211644, 1274, 3223, 0.00169974, 1274, 85678, 0.00237677, 1274
2782, 0.00218072, 1274, 3393, 0.00185414, 1274, 90543, 0.00249057, 1274
2868, 0.00125322, 1274, 3442, 0.000869676, 1274, 91410, 0.0011972, 1274
2840, 0.00210925, 1274, 3413, 0.00155491, 1274, 90676, 0.00219321, 1274
2752, 0.00208062, 1274, 3265, 0.00173148, 1274, 85736, 0.00235158, 1274
2725, 0.00211135, 1274, 3326, 0.00172243, 1274, 86989, 0.0017895, 1274
2581, 0.00105407, 1274, 3116, 0.000870077, 1274, 79410, 0.00112349, 1274
2789, 0.0013038, 1274, 3446, 0.000881137, 1274, 92031, 0.00127708, 1274
3168, 0.00405064, 1274, 3916, 0.00385267, 1274, 123278, 0.00235316, 1274
3021, 0.0040449, 1274, 3795, 0.0036196, 1274, 124042, 0.00360077, 1274
3036, 0.00404749, 1274, 3819, 0.0034515, 1274, 116443, 0.00294998, 1274
3157, 0.00402618, 1274, 3910, 0.00275484, 1274, 123369, 0.00216229, 1274
3146, 0.00421821, 1274, 3897, 0.00370383, 1274, 125226, 0.00312008, 1274
3178, 0.00418413, 1274, 3828, 0.00380904, 1274, 122324, 0.00395564, 1274
3277, 0.00402731, 1274, 3975, 0.00353404, 1274, 123145, 0.00441879, 1274
3193, 0.00426078, 1274, 3802, 0.00363471, 1274, 123066, 0.00243283, 1274
3031, 0.00403023, 1274, 3862, 0.00351412, 1274, 123420, 0.00417112, 1274
3257, 0.00402767, 1274, 3943, 0.00352682, 1274, 123685, 0.00393689, 1274
4024, 0.00780108, 1274, 4846, 0.0044803, 1274, 183151, 0.00516086, 1274
3962, 0.00791325, 1274, 4597, 0.00458241, 1274, 174576, 0.00424651, 1274
3879, 0.0081824, 1274, 4653, 0.00424975, 1274, 178951, 0.00455783, 1274
3936, 0.0081349, 1274, 4714, 0.0045029, 1274, 176460, 0.00527031, 1274
3835, 0.0072388, 1274, 4456, 0.00441558, 1274, 178973, 0.00537884, 1274
3920, 0.00793364, 1274, 4557, 0.00405971, 1274, 172641, 0.00404549, 1274
4004, 0.00621536, 1274, 4575, 0.00445133, 1274, 180844, 0.00528106, 1274
3930, 0.00794189, 1274, 4742, 0.00346201, 1274, 179363, 0.00428831, 1274
3924, 0.00637721, 1274, 4575, 0.00421078, 1274, 174485, 0.00554521, 1274
4035, 0.00796471, 1274, 4802, 0.00360525, 1274, 181715, 0.00432214, 1274
5519, 0.011322, 5049, 6701, 0.00508901, 5049, 346551, 0.00719613, 5049
5284, 0.0127794, 5049, 6519, 0.00475627, 5049, 337610, 0.00767738, 5049
5204, 0.0113586, 5049, 6354, 0.00599018, 5049, 321373, 0.00752819, 5049
5023, 0.0125636, 5049, 6237, 0.00481865, 5049, 314228, 0.00767912, 5049
5267, 0.0119302, 5049, 6471, 0.00495233, 5049, 320858, 0.00733511, 5049
5139, 0.0112251, 5049, 6435, 0.00583108, 5049, 317008, 0.00725782, 5049
5256, 0.0125114, 5049, 6517, 0.00486161, 5049, 335346, 0.00749437, 5049
5126, 0.0113199, 5049, 6285, 0.00579127, 5049, 314916, 0.00757204, 5049
5489, 0.0122425, 5049, 6667, 0.00499625, 5049, 334814, 0.00781134, 5049
5342, 0.0130762, 5049, 6634, 0.00587116, 5049, 326014, 0.00734377, 5049
5881, 0.0198345, 5049, 7650, 0.0103862, 5049, 454292, 0.0141861, 5049
