1286, 0.000161912, 209, 1435, 0.000121978, 209, 16394, 0.000140823, 209
1365, 0.000110096, 209, 1477, 0.000124804, 209, 18018, 0.000155911, 209
1140, 0.000139881, 209, 1353, 0.000132348, 209, 16719, 0.000167433, 209
1325, 0.000153677, 209, 1552, 0.000159638, 209, 18963, 0.000165118, 209
1305, 7.9939e-05, 209, 1398, 7.3537e-05, 209, 16368, 8.4518e-05, 209
1213, 7.3958e-05, 209, 1464, 7.7485e-05, 209, 16145, 9.066e-05, 209
1279, 6.0954e-05, 209, 1450, 7.0822e-05, 209, 16728, 9.5488e-05, 209
1223, 0.00014989, 209, 1427, 0.000142367, 209, 16675, 0.000206827, 209
1291, 6.468e-05, 209, 1457, 7.1523e-05, 209, 17219, 0.000101169, 209
1127, 8.047e-05, 209, 1349, 7.1945e-05, 209, 16159, 8.7804e-05, 209
1680, 0.000169487, 209, 1767, 0.000157645, 209, 25968, 0.000171851, 209
1786, 0.000162143, 209, 1903, 0.000148598, 209, 27409, 0.000178764, 209
1557, 0.000175779, 209, 1772, 0.000155531, 209, 24133, 0.000164267, 209
1462, 0.000166802, 209, 1622, 0.000141514, 209, 23044, 0.000178284, 209
1505, 0.000156202, 209, 1722, 0.000154018, 209, 24591, 0.000176199, 209
1453, 0.000328724, 209, 1679, 0.00030007, 209, 24047, 0.000318906, 209
1528, 0.000167694, 209, 1738, 0.000159337, 209, 23609, 0.000159388, 209
1609, 0.000165389, 209, 1814, 0.000142326, 209, 25187, 0.000158597, 209
1647, 0.000310891, 209, 1832, 0.000311592, 209, 25497, 0.000359733, 209
1653, 0.000171561, 209, 1854, 0.000142005, 209, 25699, 0.000163035, 209
2373, 0.000358069, 209, 2530, 0.000334305, 209, 40401, 0.000340096, 209
2166, 0.000360494, 209, 2285, 0.000327983, 209, 39688, 0.00032618, 209
2444, 0.000370833, 209, 2564, 0.000350425, 209, 39373, 0.000321662, 209
2262, 0.000651347, 209, 2399, 0.000608598, 209, 40068, 0.000669401, 209
2397, 0.00035862, 209, 2538, 0.000347269, 209, 40127, 0.000334345, 209
2349, 0.000368018, 209, 2472, 0.000363149, 209, 41575, 0.000323835, 209
2372, 0.000726438, 209, 2475, 0.0006207, 209, 41298, 0.000635258, 209
2281, 0.000680301, 209, 2411, 0.000676324, 209, 39515, 0.000694508, 209
2306, 0.000356576, 209, 2416, 0.000341227, 209, 39826, 0.000326941, 209
2266, 0.000354021, 209, 2425, 0.000343812, 209, 40589, 0.000345676, 209
2733, 0.000691092, 1274, 3321, 0.000741426, 1274, 86186, 0.00125412, 1274
2843, 0.00107467, 1274, 3543, 0.000697514, 1274, 90445, 0.00086679, 1274
2625, 0.000527927, 1274, 3223, 0.000643743, 1274, 85678, 0.000859737, 1274
2782, 0.000554627, 1274, 3393, 0.00062029, 1274, 90543, 0.00118124, 1274
2868, 0.000677266, 1274, 3442, 0.00072227, 1274, 91410, 0.00100666, 1274
